Customer ID,Total Spending,Number of Orders,Total Quantity,Average Discount,Total Profit,Average Order Value,Purchase Frequency,Cluster,Customer Segment
AJ-10945,1839.24,7,40,0.04,521.1351999999999,262.74857142857144,7,2,Silver
AJ-10960,629.2479999999999,3,22,0.04,60.4265,209.7493333333333,3,2,Silver
AM-10360,814.012,5,48,0.125,194.9878,162.80239999999998,5,2,Silver
AM-10705,5664.022,8,81,0.06363636363636363,1085.7326,708.00275,8,0,Gold
AO-10810,161.28,1,2,0.2,12.096,161.28,1,1,Bronze
AP-10720,1638.554,8,85,0.1631578947368421,285.7888,204.81925,8,0,Gold
AP-10915,3323.556,10,102,0.09354838709677421,579.3113,332.3556,10,0,Gold
AR-10345,1055.694,4,18,0.26,-221.0544,263.9235,4,1,Bronze
AR-10405,2236.128,5,29,0.09999999999999999,-98.7646,447.22560000000004,5,2,Silver
AR-10510,264.86400000000003,5,33,0.21428571428571427,43.6695,52.97280000000001,5,1,Bronze
AR-10540,6608.448,6,33,0.06666666666666668,2884.6208,1101.4080000000001,6,3,Platinum
AR-10570,88.15,1,6,0.0,32.633,88.15,1,2,Silver
AR-10825,4523.336,8,54,0.07692307692307693,494.83519999999993,565.417,8,0,Gold
AS-10045,3050.692,7,48,0.355,-253.57459999999998,435.81314285714285,7,1,Bronze
AS-10090,3255.31,9,81,0.18,64.53739999999998,361.7011111111111,9,0,Gold
AS-10135,58.82,2,9,0.06666666666666667,21.8496,29.41,2,2,Silver
AS-10225,4260.784,5,41,0.06153846153846154,719.7751000000001,852.1568,5,2,Silver
AS-10240,584.6080000000001,7,39,0.2692307692307692,33.715799999999994,83.51542857142859,7,1,Bronze
AS-10285,3214.236,6,39,0.225,354.62760000000003,535.706,6,1,Bronze
AS-10630,833.398,7,34,0.18333333333333335,136.49190000000002,119.05685714285714,7,1,Bronze
AT-10435,1171.814,6,28,0.19999999999999998,100.87680000000002,195.30233333333334,6,1,Bronze
AT-10735,3831.864,10,60,0.08750000000000001,974.107,383.1864,10,0,Gold
AW-10840,649.376,4,24,0.2,65.77250000000001,162.344,4,1,Bronze
AW-10930,2852.968,7,68,0.30625,-104.5486,407.56685714285715,7,1,Bronze
AY-10555,497.014,4,34,0.1,103.3499,124.2535,4,2,Silver
AZ-10750,1622.0179999999998,6,40,0.125,154.9503,270.3363333333333,6,2,Silver
BB-10990,744.3399999999999,5,26,0.2,11.583900000000007,148.868,5,1,Bronze
BB-11545,6765.728,9,83,0.195,1015.0749999999999,751.7475555555556,9,0,Gold
BC-11125,2933.676,9,60,0.1111111111111111,251.5974,325.964,9,0,Gold
BD-11320,5718.521,12,75,0.07894736842105263,1094.5037,476.54341666666664,12,0,Gold
BD-11500,4411.2429999999995,6,49,0.135,1142.1225,735.2071666666666,6,0,Gold
BD-11560,320.54,2,11,0.0,116.714,160.27,2,2,Silver
BD-11605,3288.471,7,74,0.0725,634.8463,469.78157142857145,7,0,Gold
BD-11620,1538.11,6,27,0.17500000000000002,206.75689999999997,256.35166666666663,6,2,Silver
BD-11635,582.646,3,19,0.1,141.53400000000002,194.21533333333332,3,2,Silver
BD-11725,1526.5,6,29,0.02,333.9791,254.41666666666666,6,2,Silver
BD-11770,658.466,6,21,0.12000000000000002,141.265,109.74433333333333,6,2,Silver
BE-11335,4204.676,5,35,0.022222222222222223,1487.7739000000001,840.9352000000001,5,2,Silver
BE-11410,2261.438,5,19,0.16,755.9150999999999,452.2876,5,2,Silver
BE-11455,1727.652,6,40,0.14615384615384613,139.20080000000002,287.942,6,2,Silver
BF-10975,599.798,7,38,0.14615384615384613,227.4384,85.68542857142857,7,2,Silver
BF-11005,1333.88,4,26,0.18,-291.38109999999995,333.47,4,1,Bronze
BF-11020,2888.506,8,78,0.2571428571428572,302.02,361.06325,8,0,Gold
BF-11080,272.95,3,29,0.0,110.9272,90.98333333333333,3,2,Silver
BF-11170,5907.972,11,102,0.12222222222222222,1538.2127,537.0883636363636,11,0,Gold
BF-11215,1585.162,4,48,0.05,523.2133,396.2905,4,2,Silver
BF-11275,791.9899999999999,3,11,0.15000000000000002,25.870199999999997,263.9966666666666,3,2,Silver
BG-11035,2798.948,8,35,0.19166666666666665,-711.4274,349.8685,8,1,Bronze
BG-11695,1874.172,6,24,0.1375,107.5715,312.362,6,2,Silver
BG-11740,1006.356,6,22,0.14285714285714285,119.34790000000001,167.726,6,2,Silver
BH-11710,6255.351,8,97,0.18333333333333335,802.7898,781.918875,8,0,Gold
BK-11260,659.1379999999999,6,58,0.20625000000000002,-63.764399999999995,109.85633333333332,6,1,Bronze
BM-11140,11789.63,4,64,0.16875,-1659.9580999999998,2947.4075,4,3,Platinum
BM-11575,808.162,6,22,0.18,95.58160000000001,134.69366666666667,6,1,Bronze
BM-11650,7294.185,11,95,0.08448275862068966,2199.2781,663.1077272727273,11,3,Platinum
BM-11785,1338.842,10,44,0.25,137.7439,133.88420000000002,10,0,Gold
BN-11470,265.296,4,15,0.16666666666666666,36.6131,66.324,4,2,Silver
BN-11515,1459.344,5,79,0.023529411764705882,340.7054,291.8688,5,2,Silver
BO-11350,2682.728,5,43,0.2333333333333333,278.77700000000004,536.5456,5,1,Bronze
BO-11425,130.83,2,7,0.0,59.4522,65.415,2,2,Silver
BP-11050,983.42,5,30,0.14285714285714285,209.78300000000002,196.684,5,2,Silver
BP-11095,2442.044,12,70,0.165,433.9751,203.50366666666665,12,0,Gold
BP-11155,1697.8609999999999,6,32,0.0818181818181818,647.3847000000001,282.97683333333333,6,2,Silver
BP-11185,3675.861,9,69,0.19444444444444445,363.5991,408.429,9,0,Gold
BP-11230,1181.49,5,14,0.06666666666666667,-197.2695,236.298,5,2,Silver
BP-11290,2475.157,7,51,0.3,-319.0637,353.5938571428572,7,1,Bronze
BS-11365,10501.653,5,39,0.011111111111111112,2616.0643999999998,2100.3306000000002,5,3,Platinum
BS-11380,3887.834,5,58,0.27692307692307694,-17.532200000000024,777.5668,5,1,Bronze
BS-11590,2454.928,6,41,0.3,381.7807,409.1546666666666,6,1,Bronze
BS-11665,3288.1099999999997,3,47,0.18181818181818182,238.73680000000002,1096.0366666666666,3,1,Bronze
BS-11755,2562.382,7,45,0.13214285714285715,-113.29840000000003,366.0545714285714,7,2,Silver
BS-11800,949.4300000000001,2,22,0.0,194.0516,474.71500000000003,2,2,Silver
BT-11305,2567.656,5,33,0.044444444444444446,417.5918,513.5312,5,2,Silver
BT-11395,2186.6130000000003,6,38,0.15,257.9163,364.43550000000005,6,2,Silver
BT-11440,603.876,4,16,0.15714285714285717,-77.5256,150.969,4,2,Silver
BT-11485,415.19599999999997,2,11,0.06666666666666667,126.8694,207.59799999999998,2,2,Silver
BT-11530,2684.4919999999997,5,44,0.1,409.4983,536.8983999999999,5,2,Silver
BT-11680,3196.752,7,88,0.07,447.74839999999995,456.6788571428571,7,0,Gold
BV-11245,1523.2730000000001,5,49,0.09285714285714285,315.2214,304.6546,5,2,Silver
BW-11065,385.516,3,8,0.13333333333333333,-58.28659999999999,128.50533333333334,3,2,Silver
BW-11110,4750.358,8,74,0.1411764705882353,921.2574,593.79475,8,0,Gold
BW-11200,1738.406,6,49,0.15,246.9973,289.7343333333333,6,2,Silver
CA-11965,3789.7228,6,29,0.11200000000000002,1143.3817,631.6204666666666,6,2,Silver
CA-12055,1679.7240000000002,5,49,0.3,211.2559,335.94480000000004,5,1,Bronze
CA-12265,2648.2872,9,65,0.18941176470588236,279.6183,294.25413333333336,9,0,Gold
CA-12310,1421.954,4,25,0.11818181818181818,246.02179999999998,355.4885,4,2,Silver
CA-12775,3041.566,7,72,0.18823529411764706,204.48950000000002,434.50942857142854,7,0,Gold
CB-12025,6076.139,10,122,0.16346153846153846,150.2089,607.6139000000001,10,0,Gold
CB-12415,1949.2,8,44,0.3333333333333333,272.3883,243.65,8,1,Bronze
CB-12535,4246.4555,8,74,0.05,1049.5601,530.8069375,8,0,Gold
CC-12100,1770.945,6,46,0.21538461538461537,208.5912,295.15749999999997,6,1,Bronze
CC-12145,2471.65,7,31,0.08181818181818182,392.2825,353.09285714285716,7,2,Silver
CC-12220,3913.418,12,81,0.11818181818181818,393.9618,326.1181666666667,12,0,Gold
CC-12370,12129.072000000002,5,34,0.2818181818181818,2177.0493,2425.8144,5,3,Platinum
CC-12430,2870.05,10,63,0.05789473684210527,424.6583,287.005,10,0,Gold
CC-12475,1659.438,9,40,0.16153846153846155,154.851,184.382,9,0,Gold
CC-12550,113.832,3,14,0.15000000000000002,33.870599999999996,37.943999999999996,3,2,Silver
CC-12610,2540.631,7,39,0.27499999999999997,331.434,362.94728571428567,7,1,Bronze
CC-12670,2269.7015,7,47,0.16785714285714287,187.8399,324.24307142857145,7,2,Silver
CC-12685,2854.1150000000002,4,51,0.25,850.1591,713.5287500000001,4,1,Bronze
CD-11920,2033.968,5,35,0.044444444444444446,426.661,406.7936,5,2,Silver
CD-11980,639.766,3,22,0.43333333333333335,-206.7172,213.2553333333333,3,1,Bronze
CD-12280,1205.584,2,39,0.08461538461538462,233.0274,602.792,2,2,Silver
CD-12790,1860.732,5,49,0.02666666666666667,403.8422,372.14639999999997,5,2,Silver
CG-12040,904.4680000000001,6,37,0.18888888888888888,86.5106,150.7446666666667,6,1,Bronze
CG-12520,1148.7800000000002,3,14,0.2,169.93439999999998,382.92666666666673,3,1,Bronze
CH-12070,1537.236,3,13,0.15000000000000002,195.15109999999999,512.412,3,2,Silver
CJ-11875,16.52,1,5,0.2,1.652,16.52,1,1,Bronze
CJ-12010,11164.974,8,83,0.1885,858.7414,1395.62175,8,3,Platinum
CK-12205,3154.855,13,122,0.234375,141.2831,242.68115384615385,13,0,Gold
CK-12325,2945.321,5,46,0.18333333333333335,261.22090000000003,589.0642,5,1,Bronze
CK-12595,2372.75,11,108,0.184,497.70980000000003,215.70454545454547,11,0,Gold
CK-12760,1582.109,9,64,0.15,-338.4311,175.78988888888887,9,0,Gold
CL-11890,1262.0140000000001,4,24,0.05714285714285715,328.0847,315.50350000000003,4,2,Silver
CL-12565,10880.546,12,106,0.1142857142857143,1933.7830999999999,906.7121666666667,12,3,Platinum
CL-12700,2353.586,5,34,0.1875,229.00990000000002,470.71719999999993,5,1,Bronze
CM-11815,1673.888,6,38,0.12000000000000002,214.463,278.98133333333334,6,2,Silver
CM-11935,565.392,2,18,0.2,-43.732400000000005,282.696,2,1,Bronze
CM-12115,1661.6100000000001,4,35,0.028571428571428574,409.0679,415.40250000000003,4,2,Silver
CM-12160,2533.314,6,23,0.24285714285714285,-394.3686,422.219,6,1,Bronze
CM-12190,1475.144,6,21,0.07142857142857142,91.2033,245.85733333333334,6,2,Silver
CM-12235,2305.712,5,28,0.07500000000000001,365.0387,461.1424,5,2,Silver
CM-12385,8954.019999999999,4,34,0.12,3899.8903999999998,2238.5049999999997,4,3,Platinum
CM-12445,287.99,3,32,0.07777777777777778,64.4296,95.99666666666667,3,2,Silver
CM-12655,6339.5576,6,42,0.072,1572.4585,1056.5929333333333,6,3,Platinum
CM-12715,3984.4524,4,57,0.30923076923076925,176.3108,996.1131,4,1,Bronze
CP-12085,5402.254,8,57,0.14285714285714285,427.0258,675.28175,8,0,Gold
CP-12340,5888.275,8,59,0.21333333333333335,-1850.3029000000001,736.034375,8,0,Gold
CR-12580,2148.852,4,32,0.13333333333333333,74.40129999999999,537.213,4,2,Silver
CR-12625,475.9,3,14,0.0,144.7594,158.63333333333333,3,2,Silver
CR-12730,1600.55,4,18,0.26666666666666666,306.9176,400.1375,4,1,Bronze
CR-12820,1397.8724,3,26,0.13142857142857142,83.27029999999999,465.9574666666667,3,2,Silver
CS-11845,1278.954,5,22,0.275,185.3776,255.7908,5,1,Bronze
CS-11860,537.632,6,16,0.2285714285714286,105.8275,89.60533333333332,6,1,Bronze
CS-11950,3036.547,11,68,0.2636363636363636,-126.4223,276.0497272727273,11,0,Gold
CS-12130,884.64,4,28,0.1142857142857143,143.8339,221.16,4,2,Silver
CS-12175,844.4580000000001,5,30,0.1625,113.1405,168.8916,5,2,Silver
CS-12250,2754.216,12,97,0.05714285714285715,738.3626,229.518,12,0,Gold
CS-12355,3202.1620000000003,11,74,0.08181818181818182,831.9432,291.1056363636364,11,0,Gold
CS-12400,3651.8585000000003,9,47,0.21428571428571427,-342.80330000000004,405.7620555555556,9,0,Gold
CS-12460,550.644,2,13,0.06666666666666667,156.2593,275.322,2,2,Silver
CS-12490,1077.2285,4,33,0.25,-302.8761,269.307125,4,1,Bronze
CS-12505,5690.054999999999,6,40,0.19999999999999998,-6626.389499999999,948.3424999999999,6,1,Bronze
CT-11995,3241.898,8,60,0.16111111111111112,161.22629999999995,405.23725,8,0,Gold
CV-12295,2830.6279999999997,5,54,0.07692307692307693,493.0861,566.1256,5,2,Silver
CV-12805,2370.3136,9,62,0.2431578947368421,98.99749999999999,263.36817777777776,9,0,Gold
CW-11905,1136.592,6,40,0.09090909090909091,370.8298,189.43200000000002,6,2,Silver
CY-12745,2900.026,8,43,0.2,60.64670000000001,362.50325,8,0,Gold
Co-12640,1300.076,5,30,0.175,205.62820000000002,260.0152,5,2,Silver
DA-13450,156.76,4,27,0.125,56.7904,39.19,4,2,Silver
DB-12910,2171.599,8,47,0.15416666666666667,431.3748,271.449875,8,0,Gold
DB-12970,2839.2272,5,43,0.16571428571428573,213.00289999999998,567.8454399999999,5,2,Silver
DB-13060,4531.646,7,48,0.1846153846153846,473.0272,647.3779999999999,7,0,Gold
DB-13120,2973.094,7,59,0.14285714285714285,-1421.7692,424.7277142857143,7,0,Gold
DB-13210,2332.577,10,75,0.18571428571428572,169.9679,233.25770000000003,10,0,Gold
DB-13270,4655.897,8,52,0.2076923076923077,841.8263999999999,581.987125,8,0,Gold
DB-13360,1081.466,5,28,0.08333333333333333,291.0085,216.29319999999998,5,2,Silver
DB-13405,1711.692,4,62,0.028571428571428574,438.9092,427.923,4,2,Silver
DB-13555,3908.8028,7,61,0.15142857142857144,109.32700000000001,558.4004,7,0,Gold
DB-13615,1989.05,7,41,0.14545454545454548,438.80119999999994,284.15,7,2,Silver
DB-13660,1155.202,7,33,0.16,177.67350000000002,165.02885714285713,7,2,Silver
DC-12850,3336.168,9,64,0.21111111111111114,-1441.6312999999998,370.68533333333335,9,0,Gold
DC-13285,1174.618,5,37,0.07857142857142858,132.06820000000002,234.9236,5,2,Silver
DD-13570,269.542,6,33,0.24444444444444446,36.4344,44.92366666666666,6,1,Bronze
DE-13255,2550.874,5,38,0.1111111111111111,464.47139999999996,510.17479999999995,5,2,Silver
DF-13135,2390.534,3,23,0.2833333333333334,-259.3097,796.8446666666667,3,1,Bronze
DG-13300,3195.818,5,39,0.1,562.7761,639.1636000000001,5,2,Silver
DH-13075,4932.872,6,81,0.0782608695652174,1193.7404,822.1453333333334,6,0,Gold
DH-13675,1043.096,4,41,0.12272727272727274,116.667,260.774,4,2,Silver
DJ-13420,2012.52,4,20,0.0,483.03499999999997,503.13,4,2,Silver
DJ-13510,2501.6879999999996,8,52,0.06923076923076923,345.2521,312.71099999999996,8,2,Silver
DJ-13630,3356.398,3,43,0.0625,731.5644,1118.7993333333334,3,2,Silver
DK-12835,3256.48,12,86,0.17777777777777778,881.1228000000001,271.37333333333333,12,0,Gold
DK-12895,4282.176,5,65,0.08000000000000002,937.6496,856.4352000000001,5,0,Gold
DK-12985,1687.04,5,32,0.1625,-107.35379999999998,337.408,5,2,Silver
DK-13090,2650.557,7,33,0.13846153846153847,536.3935,378.65099999999995,7,2,Silver
DK-13150,797.832,2,20,0.12000000000000002,249.9447,398.916,2,2,Silver
DK-13225,4802.394,9,70,0.19473684210526318,209.89940000000004,533.5993333333333,9,0,Gold
DK-13375,3318.486,8,77,0.10869565217391304,377.0799,414.81075,8,0,Gold
DL-12865,1503.112,8,51,0.15,322.2449,187.889,8,0,Gold
DL-12925,3272.2,6,43,0.03571428571428571,4.213200000000029,545.3666666666667,6,2,Silver
DL-13315,1458.258,8,74,0.1823529411764706,288.8732,182.28225,8,0,Gold
DL-13330,585.02,4,32,0.05,222.6812,146.255,4,2,Silver
DL-13495,3539.322,8,33,0.05000000000000001,-52.78799999999997,442.41525,8,2,Silver
DM-12955,1322.034,7,28,0.16666666666666666,108.7583,188.86200000000002,7,2,Silver
DM-13015,6345.103,7,87,0.22999999999999998,1677.3931,906.4432857142857,7,0,Gold
DM-13345,4074.4719999999998,8,41,0.1,1319.0586,509.30899999999997,8,0,Gold
DM-13525,1376.792,3,33,0.16999999999999998,199.7688,458.93066666666664,3,2,Silver
DN-13690,2139.79,7,41,0.018181818181818184,540.5405000000001,305.6842857142857,7,2,Silver
DO-13435,1300.0315,9,48,0.15769230769230771,-38.90860000000001,144.44794444444446,9,0,Gold
DO-13645,1267.316,7,36,0.09090909090909091,294.0676,181.04514285714285,7,2,Silver
DP-13000,1050.636,9,58,0.2117647058823529,241.4524,116.73733333333332,9,0,Gold
DP-13105,2215.002,8,63,0.1142857142857143,563.1761,276.87525,8,0,Gold
DP-13165,1058.616,2,20,0.15000000000000002,-40.93759999999999,529.308,2,2,Silver
DP-13390,5480.723999999999,9,50,0.18571428571428572,1571.8318,608.9693333333332,9,0,Gold
DR-12880,6528.034000000001,9,103,0.13333333333333333,1641.8613,725.3371111111112,9,0,Gold
DR-12940,8350.868,8,57,0.15384615384615383,2869.0759999999996,1043.8585,8,3,Platinum
DS-13030,1762.213,4,54,0.1394736842105263,193.3319,440.55325,4,2,Silver
DS-13180,2881.8128,9,68,0.15350000000000003,163.6993,320.2014222222222,9,0,Gold
DV-13045,1119.483,5,28,0.17222222222222222,-427.184,223.89659999999998,5,1,Bronze
DV-13465,3341.587,6,62,0.11333333333333334,353.2127,556.9311666666666,6,0,Gold
DW-13195,1080.751,6,39,0.24444444444444446,-86.87379999999999,180.12516666666667,6,1,Bronze
DW-13480,5271.628,5,38,0.03636363636363637,1348.7556,1054.3256,5,2,Silver
DW-13540,344.08,5,21,0.17777777777777778,69.6672,68.816,5,1,Bronze
DW-13585,1204.854,7,44,0.17,-266.8966,172.122,7,2,Silver
Dl-13600,755.602,5,19,0.21666666666666667,175.2388,151.1204,5,1,Bronze
Dp-13240,7198.7609999999995,11,99,0.18620689655172415,333.36479999999995,654.4328181818181,11,0,Gold
EA-14035,2846.705,13,87,0.3,-52.74059999999998,218.97730769230768,13,0,Gold
EB-13705,3644.978,9,55,0.25833333333333336,13.621500000000005,404.99755555555555,9,0,Gold
EB-13750,3236.314,10,91,0.145,-80.28599999999999,323.6314,10,0,Gold
EB-13840,4358.128,5,41,0.125,656.1988,871.6256,5,2,Silver
EB-13870,2767.219,10,41,0.29090909090909095,261.5315,276.7219,10,0,Gold
EB-13930,944.6000000000001,5,24,0.17142857142857143,0.6042000000000058,188.92000000000002,5,2,Silver
EB-13975,1643.255,4,18,0.2833333333333333,162.8781,410.81375,4,1,Bronze
EB-14110,3071.126,6,30,0.2090909090909091,184.7656,511.8543333333334,6,1,Bronze
EB-14170,1186.326,6,20,0.2285714285714286,282.1701,197.721,6,1,Bronze
EC-14050,461.914,5,37,0.09999999999999999,96.4256,92.3828,5,2,Silver
ED-13885,3484.92,8,54,0.21428571428571427,670.4435000000001,435.615,8,0,Gold
EG-13900,1832.02,5,44,0.2,104.2656,366.404,5,1,Bronze
EH-13765,10310.880000000001,12,120,0.07187500000000001,1393.5154,859.2400000000001,12,3,Platinum
EH-13945,684.1709999999999,8,72,0.29411764705882354,53.53980000000001,85.52137499999999,8,0,Gold
EH-13990,825.9499999999999,6,20,0.0625,150.3759,137.65833333333333,6,2,Silver
EH-14005,1219.53,7,50,0.17272727272727273,-94.14079999999997,174.21857142857144,7,2,Silver
EH-14125,3082.653,10,76,0.20555555555555557,96.27019999999999,308.26529999999997,10,0,Gold
EH-14185,923.884,6,22,0.28750000000000003,242.1107,153.98066666666668,6,1,Bronze
EJ-13720,2162.174,4,31,0.175,387.0176,540.5435,4,2,Silver
EJ-14155,2656.691,5,31,0.0625,451.87550000000005,531.3381999999999,5,2,Silver
EK-13795,1303.478,4,18,0.0875,97.10659999999999,325.8695,4,2,Silver
EL-13735,124.28,2,9,0.0,27.1154,62.14,2,2,Silver
EM-13810,2567.0099999999998,5,23,0.14285714285714285,-133.8275,513.4019999999999,5,2,Silver
EM-13825,2339.598,8,57,0.0625,682.5541999999999,292.44975,8,0,Gold
EM-13960,933.704,5,18,0.2333333333333333,102.29599999999999,186.74079999999998,5,1,Bronze
EM-14065,228.99,4,22,0.25,40.15459999999999,57.2475,4,1,Bronze
EM-14095,1041.0420000000001,4,34,0.1,240.2362,260.26050000000004,4,2,Silver
EM-14140,4588.436000000001,6,74,0.06666666666666668,1319.3655,764.7393333333334,6,0,Gold
EM-14200,366.822,3,13,0.125,21.7721,122.274,3,2,Silver
EN-13780,2199.366,4,27,0.044444444444444446,496.1131,549.8415,4,2,Silver
EP-13915,5478.0608,17,124,0.19741935483870968,144.9578,322.23887058823533,17,0,Gold
ER-13855,1245.788,3,27,0.2,-295.7398,415.2626666666667,3,1,Bronze
ES-14020,3510.4579999999996,5,31,0.125,1003.2935,702.0916,5,2,Silver
ES-14080,4657.924,9,77,0.26,246.6661,517.5471111111111,9,0,Gold
FA-14230,2984.054,7,58,0.25882352941176473,520.5229,426.2934285714286,7,0,Gold
FC-14245,3418.742,7,50,0.1357142857142857,1217.1662000000001,488.39171428571433,7,0,Gold
FC-14335,3889.366,7,37,0.16,714.2926,555.6237142857143,7,2,Silver
FG-14260,1383.144,7,48,0.11818181818181818,394.73969999999997,197.592,7,2,Silver
FH-14275,4256.272,10,65,0.1285714285714286,1073.2676,425.6272,10,0,Gold
FH-14350,2271.284,4,52,0.10714285714285714,706.289,567.821,4,2,Silver
FH-14365,6987.196,8,52,0.13846153846153847,2050.2826,873.3995,8,3,Platinum
FM-14215,2456.638,10,48,0.09333333333333334,249.6808,245.66379999999998,10,0,Gold
FM-14290,3736.198,9,79,0.18,198.10949999999997,415.1331111111111,9,0,Gold
FM-14380,2523.266,9,53,0.15714285714285717,191.4898,280.3628888888889,9,0,Gold
FO-14305,2678.438,10,60,0.22,215.59689999999998,267.8438,10,0,Gold
FP-14320,4046.746,8,54,0.13571428571428573,406.44730000000004,505.84325,8,0,Gold
FW-14395,79.75,3,9,0.0,23.491300000000003,26.583333333333332,3,2,Silver
GA-14515,3919.7760000000003,8,48,0.0642857142857143,840.899,489.97200000000004,8,0,Gold
GA-14725,1398.382,11,79,0.17954545454545456,136.70790000000002,127.12563636363637,11,0,Gold
GB-14530,1568.44,11,62,0.16999999999999998,7.837100000000003,142.58545454545455,11,0,Gold
GB-14575,4716.288,5,63,0.037500000000000006,1135.8393,943.2575999999999,5,2,Silver
GD-14590,1888.07,4,25,0.13333333333333333,230.93729999999996,472.0175,4,2,Silver
GG-14650,2224.0,9,92,0.15,12.698500000000008,247.11111111111111,9,0,Gold
GH-14410,2819.4669999999996,9,65,0.27058823529411763,-576.8335,313.2741111111111,9,0,Gold
GH-14425,4172.8460000000005,4,51,0.19,1176.4181,1043.2115000000001,4,2,Silver
GH-14485,1361.2440000000001,2,15,0.4666666666666666,-95.4498,680.6220000000001,2,1,Bronze
GH-14665,146.94080000000002,2,9,0.24,-5.810200000000001,73.47040000000001,2,1,Bronze
GK-14620,6497.27,9,66,0.15714285714285717,1448.5525,721.9188888888889,9,0,Gold
GM-14440,3582.8199999999997,7,43,0.11818181818181818,347.266,511.83142857142855,7,2,Silver
GM-14455,3078.624,6,54,0.16666666666666666,793.2814000000001,513.1039999999999,6,0,Gold
GM-14500,1255.682,10,53,0.11538461538461539,441.3185,125.5682,10,0,Gold
GM-14680,3163.628,6,31,0.14545454545454548,35.48649999999999,527.2713333333334,6,2,Silver
GM-14695,6049.966,3,44,0.05454545454545456,188.7235,2016.6553333333334,3,3,Platinum
GP-14740,236.53,2,21,0.13999999999999999,31.837600000000002,118.265,2,2,Silver
GR-14560,1284.38,2,23,0.0,359.83320000000003,642.19,2,2,Silver
GT-14635,9351.212,3,26,0.25,-4108.6589,3117.0706666666665,3,1,Bronze
GT-14710,11820.119999999999,11,106,0.1,2163.4269,1074.5563636363636,11,3,Platinum
GT-14755,226.436,4,23,0.2,-6.139200000000002,56.609,4,1,Bronze
GW-14605,2189.019,7,43,0.15555555555555556,-268.54229999999995,312.717,7,2,Silver
